FromCurrency,ToCurrency,Date,ExchangeRate
CarnationDollar,GauraDollar,2022/10/23,0.1
CarnationDollar,GauraDollar,2022/10/24,0.07
CarnationDollar,GauraDollar,2022/10/25,0.07
CarnationDollar,GauraDollar,2022/10/26,0.14
CarnationDollar,GauraDollar,2022/10/27,0.12
CarnationDollar,GauraDollar,2022/10/28,0.12
CarnationDollar,GauraDollar,2022/10/29,0.12
CarnationDollar,GauraDollar,2022/10/30,0.12
CarnationDollar,GauraDollar,2022/10/31,0.19
CarnationDollar,GauraDollar,2022/11/1,0.18
CarnationDollar,GauraDollar,2022/11/2,0.13
CarnationDollar,GauraDollar,2022/11/3,0.11
CarnationDollar,GauraDollar,2022/11/4,0.19
CarnationDollar,GauraDollar,2022/11/5,0.1
CarnationDollar,GauraDollar,2022/11/6,0.1
CarnationDollar,GauraDollar,2022/11/7,0.16
CarnationDollar,GauraDollar,2022/11/8,0.07
CarnationDollar,GauraDollar,2022/11/9,0.16
CarnationDollar,GauraDollar,2022/11/10,0.18
CarnationDollar,GauraDollar,2022/11/11,0.21
CarnationDollar,GauraDollar,2022/11/12,0.07
CarnationDollar,GauraDollar,2022/11/13,0.12
CarnationDollar,GauraDollar,2022/11/14,0.18
CarnationDollar,GauraDollar,2022/11/15,0.2
CarnationDollar,GauraDollar,2022/11/16,0.18
CarnationDollar,GauraDollar,2022/11/17,0.21
CarnationDollar,GauraDollar,2022/11/18,0.12
CarnationDollar,GauraDollar,2022/11/19,0.08
CarnationDollar,GauraDollar,2022/11/20,0.14
CarnationDollar,GauraDollar,2022/11/21,0.16
CarnationDollar,GauraDollar,2022/11/22,0.1
CarnationDollar,GauraDollar,2022/11/23,0.17
CarnationDollar,GauraDollar,2022/11/24,0.2
CarnationDollar,GauraDollar,2022/11/25,0.15
CarnationDollar,GauraDollar,2022/11/26,0.16
CarnationDollar,GauraDollar,2022/11/27,0.18
CarnationDollar,GauraDollar,2022/11/28,0.08
CarnationDollar,GauraDollar,2022/11/29,0.08
CarnationDollar,GauraDollar,2022/11/30,0.13
CarnationDollar,IpomoeaDollar,2022/10/1,0.16
CarnationDollar,IpomoeaDollar,2022/10/2,0.18
CarnationDollar,IpomoeaDollar,2022/10/3,0.18
CarnationDollar,IpomoeaDollar,2022/10/4,0.11
CarnationDollar,IpomoeaDollar,2022/10/5,0.16
CarnationDollar,IpomoeaDollar,2022/10/6,0.2
CarnationDollar,IpomoeaDollar,2022/10/7,0.14
CarnationDollar,IpomoeaDollar,2022/10/8,0.07
CarnationDollar,IpomoeaDollar,2022/10/9,0.14
CarnationDollar,IpomoeaDollar,2022/10/10,0.11
CarnationDollar,IpomoeaDollar,2022/10/11,0.13
CarnationDollar,IpomoeaDollar,2022/10/12,0.1
CarnationDollar,IpomoeaDollar,2022/10/13,0.08
CarnationDollar,IpomoeaDollar,2022/10/14,0.11
CarnationDollar,IpomoeaDollar,2022/10/15,0.13
CarnationDollar,IpomoeaDollar,2022/10/16,0.1
CarnationDollar,IpomoeaDollar,2022/10/17,0.2
CarnationDollar,IpomoeaDollar,2022/10/18,0.18
CarnationDollar,IpomoeaDollar,2022/10/19,0.13
CarnationDollar,IpomoeaDollar,2022/10/20,0.11
CarnationDollar,IpomoeaDollar,2022/10/21,0.07
CarnationDollar,IpomoeaDollar,2022/10/22,0.19
CarnationDollar,IpomoeaDollar,2022/10/23,0.18
CarnationDollar,IpomoeaDollar,2022/10/24,0.07
CarnationDollar,IpomoeaDollar,2022/10/25,0.1
CarnationDollar,IpomoeaDollar,2022/10/26,0.14
CarnationDollar,IpomoeaDollar,2022/10/27,0.08
CarnationDollar,IpomoeaDollar,2022/10/28,0.18
CarnationDollar,IpomoeaDollar,2022/10/29,0.18
CarnationDollar,IpomoeaDollar,2022/10/30,0.15
CarnationDollar,IpomoeaDollar,2022/10/31,0.07
CarnationDollar,IpomoeaDollar,2022/11/1,0.1
CarnationDollar,IpomoeaDollar,2022/11/2,0.06
CarnationDollar,IpomoeaDollar,2022/11/3,0.13
CarnationDollar,IpomoeaDollar,2022/11/4,0.12
CarnationDollar,IpomoeaDollar,2022/11/5,0.12
CarnationDollar,IpomoeaDollar,2022/11/6,0.15
CarnationDollar,IpomoeaDollar,2022/11/7,0.2
CarnationDollar,IpomoeaDollar,2022/11/8,0.15
CarnationDollar,IpomoeaDollar,2022/11/9,0.17
CarnationDollar,IpomoeaDollar,2022/11/10,0.07
CarnationDollar,IpomoeaDollar,2022/11/11,0.16
CarnationDollar,IpomoeaDollar,2022/11/12,0.18
CarnationDollar,IpomoeaDollar,2022/11/13,0.06
CarnationDollar,IpomoeaDollar,2022/11/14,0.2
CarnationDollar,IpomoeaDollar,2022/11/15,0.16
CarnationDollar,IpomoeaDollar,2022/11/16,0.12
CarnationDollar,IpomoeaDollar,2022/11/17,0.17
CarnationDollar,IpomoeaDollar,2022/11/18,0.2
CarnationDollar,IpomoeaDollar,2022/11/19,0.19
CarnationDollar,IpomoeaDollar,2022/11/20,0.2
CarnationDollar,IpomoeaDollar,2022/11/21,0.18
CarnationDollar,IpomoeaDollar,2022/11/22,0.16
CarnationDollar,IpomoeaDollar,2022/11/23,0.19
CarnationDollar,IpomoeaDollar,2022/11/24,0.1
CarnationDollar,IpomoeaDollar,2022/11/25,0.2
CarnationDollar,IpomoeaDollar,2022/11/26,0.15
CarnationDollar,IpomoeaDollar,2022/11/27,0.14
CarnationDollar,IpomoeaDollar,2022/11/28,0.13
CarnationDollar,IpomoeaDollar,2022/11/29,0.09
CarnationDollar,IpomoeaDollar,2022/11/30,0.07
CarnationDollar,RoseDollar,2022/10/1,1.09
CarnationDollar,RoseDollar,2022/10/2,1.07
CarnationDollar,RoseDollar,2022/10/3,1.15
CarnationDollar,RoseDollar,2022/10/4,1.13
CarnationDollar,RoseDollar,2022/10/5,1.12
CarnationDollar,RoseDollar,2022/10/6,1.19
CarnationDollar,RoseDollar,2022/10/7,1.09
CarnationDollar,RoseDollar,2022/10/8,1.15
CarnationDollar,RoseDollar,2022/10/9,1.16
CarnationDollar,RoseDollar,2022/10/10,1.05
CarnationDollar,RoseDollar,2022/10/11,1.12
CarnationDollar,RoseDollar,2022/10/12,1.13
CarnationDollar,RoseDollar,2022/10/13,1.06
CarnationDollar,RoseDollar,2022/10/14,1.14
CarnationDollar,RoseDollar,2022/10/15,1.14
CarnationDollar,RoseDollar,2022/10/16,1.11
CarnationDollar,RoseDollar,2022/10/17,1.05
CarnationDollar,RoseDollar,2022/10/18,1.16
CarnationDollar,RoseDollar,2022/10/19,1.06
CarnationDollar,RoseDollar,2022/10/20,1.12
CarnationDollar,RoseDollar,2022/10/21,1.18
CarnationDollar,RoseDollar,2022/10/22,1.12
CarnationDollar,RoseDollar,2022/10/23,1.12
CarnationDollar,RoseDollar,2022/10/24,1.07
CarnationDollar,RoseDollar,2022/10/25,1.08
CarnationDollar,RoseDollar,2022/10/26,1.08
CarnationDollar,RoseDollar,2022/10/27,1.07
CarnationDollar,RoseDollar,2022/10/28,1.18
CarnationDollar,RoseDollar,2022/10/29,1.05
CarnationDollar,RoseDollar,2022/10/30,1.12
CarnationDollar,RoseDollar,2022/10/31,1.1
CarnationDollar,RoseDollar,2022/11/1,1.19
CarnationDollar,RoseDollar,2022/11/2,1.15
CarnationDollar,RoseDollar,2022/11/3,1.07
CarnationDollar,RoseDollar,2022/11/4,1.14
CarnationDollar,RoseDollar,2022/11/5,1.14
CarnationDollar,RoseDollar,2022/11/6,1.19
CarnationDollar,RoseDollar,2022/11/7,1.08
CarnationDollar,RoseDollar,2022/11/8,1.09
CarnationDollar,RoseDollar,2022/11/9,1.07
CarnationDollar,RoseDollar,2022/11/10,1.19
CarnationDollar,RoseDollar,2022/11/11,1.17
CarnationDollar,RoseDollar,2022/11/12,1.07
CarnationDollar,RoseDollar,2022/11/13,1.18
CarnationDollar,RoseDollar,2022/11/14,1.14
CarnationDollar,RoseDollar,2022/11/15,1.15
CarnationDollar,RoseDollar,2022/11/16,1.08
CarnationDollar,RoseDollar,2022/11/17,1.08
CarnationDollar,RoseDollar,2022/11/18,1.18
CarnationDollar,RoseDollar,2022/11/19,1.17
CarnationDollar,RoseDollar,2022/11/20,1.11
CarnationDollar,RoseDollar,2022/11/21,1.09
CarnationDollar,RoseDollar,2022/11/22,1.06
CarnationDollar,RoseDollar,2022/11/23,1.19
CarnationDollar,RoseDollar,2022/11/24,1.11
CarnationDollar,RoseDollar,2022/11/25,1.09
CarnationDollar,RoseDollar,2022/11/26,1.16
CarnationDollar,RoseDollar,2022/11/27,1.12
CarnationDollar,RoseDollar,2022/11/28,1.09
CarnationDollar,RoseDollar,2022/11/29,1.09
CarnationDollar,RoseDollar,2022/11/30,1.19
CarnationDollar,TulipDollar,2022/10/1,4.4
CarnationDollar,TulipDollar,2022/10/2,4.39
CarnationDollar,TulipDollar,2022/10/3,4.4
CarnationDollar,TulipDollar,2022/10/4,4.46
CarnationDollar,TulipDollar,2022/10/5,4.37
CarnationDollar,TulipDollar,2022/10/6,4.42
CarnationDollar,TulipDollar,2022/10/7,4.39
CarnationDollar,TulipDollar,2022/10/8,4.42
CarnationDollar,TulipDollar,2022/10/9,4.46
CarnationDollar,TulipDollar,2022/10/10,4.38
CarnationDollar,TulipDollar,2022/10/11,4.34
CarnationDollar,TulipDollar,2022/10/12,4.48
CarnationDollar,TulipDollar,2022/10/13,4.42
CarnationDollar,TulipDollar,2022/10/14,4.46
CarnationDollar,TulipDollar,2022/10/15,4.34
CarnationDollar,TulipDollar,2022/10/16,4.4
CarnationDollar,TulipDollar,2022/10/17,4.46
CarnationDollar,TulipDollar,2022/10/18,4.46
CarnationDollar,TulipDollar,2022/10/19,4.46
CarnationDollar,TulipDollar,2022/10/20,4.45
CarnationDollar,TulipDollar,2022/10/21,4.36
CarnationDollar,TulipDollar,2022/10/22,4.36
CarnationDollar,TulipDollar,2022/10/23,4.41
CarnationDollar,TulipDollar,2022/10/24,4.47
CarnationDollar,TulipDollar,2022/10/25,4.46
CarnationDollar,TulipDollar,2022/10/26,4.37
CarnationDollar,TulipDollar,2022/10/27,4.36
CarnationDollar,TulipDollar,2022/10/28,4.39
CarnationDollar,TulipDollar,2022/10/29,4.37
CarnationDollar,TulipDollar,2022/10/30,4.34
CarnationDollar,TulipDollar,2022/10/31,4.39
CarnationDollar,TulipDollar,2022/11/1,4.38
CarnationDollar,TulipDollar,2022/11/2,4.44
CarnationDollar,TulipDollar,2022/11/3,4.46
CarnationDollar,TulipDollar,2022/11/4,4.4
CarnationDollar,TulipDollar,2022/11/5,4.4
CarnationDollar,TulipDollar,2022/11/6,4.35
CarnationDollar,TulipDollar,2022/11/7,4.45
CarnationDollar,TulipDollar,2022/11/8,4.47
CarnationDollar,TulipDollar,2022/11/9,4.35
CarnationDollar,TulipDollar,2022/11/10,4.45
CarnationDollar,TulipDollar,2022/11/11,4.48
CarnationDollar,TulipDollar,2022/11/12,4.41
CarnationDollar,TulipDollar,2022/11/13,4.34
CarnationDollar,TulipDollar,2022/11/14,4.36
CarnationDollar,TulipDollar,2022/11/15,4.35
CarnationDollar,TulipDollar,2022/11/16,4.41
CarnationDollar,TulipDollar,2022/11/17,4.35
CarnationDollar,TulipDollar,2022/11/18,4.39
CarnationDollar,TulipDollar,2022/11/19,4.37
CarnationDollar,TulipDollar,2022/11/20,4.44
CarnationDollar,TulipDollar,2022/11/21,4.4
CarnationDollar,TulipDollar,2022/11/22,4.43
CarnationDollar,TulipDollar,2022/11/23,4.46
CarnationDollar,TulipDollar,2022/11/24,4.43
CarnationDollar,TulipDollar,2022/11/25,4.46
CarnationDollar,TulipDollar,2022/11/26,4.44
CarnationDollar,TulipDollar,2022/11/27,4.37
CarnationDollar,TulipDollar,2022/11/28,4.4
CarnationDollar,TulipDollar,2022/11/29,4.45
CarnationDollar,TulipDollar,2022/11/30,4.37
GauraDollar,GauraDollar,2022/10/1,1
GauraDollar,GauraDollar,2022/10/2,1
GauraDollar,GauraDollar,2022/10/3,1
GauraDollar,GauraDollar,2022/10/4,1
GauraDollar,GauraDollar,2022/10/5,1
GauraDollar,GauraDollar,2022/10/6,1
GauraDollar,GauraDollar,2022/10/7,1
GauraDollar,GauraDollar,2022/10/8,1
GauraDollar,GauraDollar,2022/10/9,1
GauraDollar,GauraDollar,2022/10/10,1
GauraDollar,GauraDollar,2022/10/11,1
GauraDollar,GauraDollar,2022/10/12,1
GauraDollar,GauraDollar,2022/10/13,1
GauraDollar,GauraDollar,2022/10/14,1
GauraDollar,GauraDollar,2022/10/15,1
GauraDollar,GauraDollar,2022/10/16,1
GauraDollar,GauraDollar,2022/10/17,1
GauraDollar,GauraDollar,2022/10/18,1
GauraDollar,GauraDollar,2022/10/19,1
GauraDollar,GauraDollar,2022/10/20,1
GauraDollar,GauraDollar,2022/10/21,1
GauraDollar,GauraDollar,2022/10/22,1
GauraDollar,GauraDollar,2022/10/23,1
GauraDollar,GauraDollar,2022/10/24,1
GauraDollar,GauraDollar,2022/10/25,1
GauraDollar,GauraDollar,2022/10/26,1
GauraDollar,GauraDollar,2022/10/27,1
GauraDollar,GauraDollar,2022/10/28,1
GauraDollar,GauraDollar,2022/10/29,1
GauraDollar,GauraDollar,2022/10/30,1
GauraDollar,GauraDollar,2022/10/31,1
GauraDollar,GauraDollar,2022/11/1,1
GauraDollar,GauraDollar,2022/11/2,1
GauraDollar,GauraDollar,2022/11/3,1
GauraDollar,GauraDollar,2022/11/4,1
GauraDollar,GauraDollar,2022/11/5,1
GauraDollar,GauraDollar,2022/11/6,1
GauraDollar,GauraDollar,2022/11/7,1
GauraDollar,GauraDollar,2022/11/8,1
GauraDollar,GauraDollar,2022/11/9,1
GauraDollar,GauraDollar,2022/11/10,1
GauraDollar,GauraDollar,2022/11/11,1
GauraDollar,GauraDollar,2022/11/12,1
GauraDollar,GauraDollar,2022/11/13,1
GauraDollar,GauraDollar,2022/11/14,1
GauraDollar,GauraDollar,2022/11/15,1
GauraDollar,GauraDollar,2022/11/16,1
GauraDollar,GauraDollar,2022/11/17,1
GauraDollar,GauraDollar,2022/11/18,1
GauraDollar,GauraDollar,2022/11/19,1
GauraDollar,GauraDollar,2022/11/20,1
GauraDollar,GauraDollar,2022/11/21,1
GauraDollar,GauraDollar,2022/11/22,1
GauraDollar,GauraDollar,2022/11/23,1
GauraDollar,GauraDollar,2022/11/24,1
GauraDollar,GauraDollar,2022/11/25,1
GauraDollar,GauraDollar,2022/11/26,1
GauraDollar,GauraDollar,2022/11/27,1
GauraDollar,GauraDollar,2022/11/28,1
GauraDollar,GauraDollar,2022/11/29,1
GauraDollar,GauraDollar,2022/11/30,1
GauraDollar,BegoniaDollar,2022/10/1,1.29
GauraDollar,BegoniaDollar,2022/10/2,1.38
GauraDollar,BegoniaDollar,2022/10/3,1.34
GauraDollar,BegoniaDollar,2022/10/4,1.41
GauraDollar,BegoniaDollar,2022/10/5,1.41
GauraDollar,BegoniaDollar,2022/10/6,1.38
GauraDollar,BegoniaDollar,2022/10/7,1.39
GauraDollar,BegoniaDollar,2022/10/8,1.37
GauraDollar,BegoniaDollar,2022/10/9,1.3
GauraDollar,BegoniaDollar,2022/10/10,1.36
GauraDollar,BegoniaDollar,2022/10/11,1.31
GauraDollar,BegoniaDollar,2022/10/12,1.32
GauraDollar,BegoniaDollar,2022/10/13,1.3
GauraDollar,BegoniaDollar,2022/10/14,1.3
GauraDollar,BegoniaDollar,2022/10/15,1.35
GauraDollar,BegoniaDollar,2022/10/16,1.41
GauraDollar,BegoniaDollar,2022/10/17,1.38
GauraDollar,BegoniaDollar,2022/10/18,1.4
GauraDollar,BegoniaDollar,2022/10/19,1.34
GauraDollar,BegoniaDollar,2022/10/20,1.31
GauraDollar,BegoniaDollar,2022/10/21,1.43
GauraDollar,BegoniaDollar,2022/10/22,1.43
GauraDollar,BegoniaDollar,2022/10/23,1.33
GauraDollar,BegoniaDollar,2022/10/24,1.33
GauraDollar,BegoniaDollar,2022/10/25,1.42
GauraDollar,BegoniaDollar,2022/10/26,1.42
GauraDollar,BegoniaDollar,2022/10/27,1.41
GauraDollar,BegoniaDollar,2022/10/28,1.31
GauraDollar,BegoniaDollar,2022/10/29,1.34
GauraDollar,BegoniaDollar,2022/10/30,1.39
GauraDollar,BegoniaDollar,2022/10/31,1.38
GauraDollar,BegoniaDollar,2022/11/1,1.34
GauraDollar,BegoniaDollar,2022/11/2,1.35
GauraDollar,BegoniaDollar,2022/11/3,1.36
GauraDollar,BegoniaDollar,2022/11/4,1.39
GauraDollar,BegoniaDollar,2022/11/5,1.31
GauraDollar,BegoniaDollar,2022/11/6,1.29
GauraDollar,BegoniaDollar,2022/11/7,1.37
GauraDollar,BegoniaDollar,2022/11/8,1.41
GauraDollar,BegoniaDollar,2022/11/9,1.29
GauraDollar,BegoniaDollar,2022/11/10,1.4
GauraDollar,BegoniaDollar,2022/11/11,1.31
GauraDollar,BegoniaDollar,2022/11/12,1.36
GauraDollar,BegoniaDollar,2022/11/13,1.4
GauraDollar,BegoniaDollar,2022/11/14,1.39
GauraDollar,BegoniaDollar,2022/11/15,1.42
GauraDollar,BegoniaDollar,2022/11/16,1.32
GauraDollar,BegoniaDollar,2022/11/17,1.29
GauraDollar,BegoniaDollar,2022/11/18,1.42
GauraDollar,BegoniaDollar,2022/11/19,1.3
GauraDollar,BegoniaDollar,2022/11/20,1.41
GauraDollar,BegoniaDollar,2022/11/21,1.42
GauraDollar,BegoniaDollar,2022/11/22,1.38
GauraDollar,BegoniaDollar,2022/11/23,1.42
GauraDollar,BegoniaDollar,2022/11/24,1.37
GauraDollar,BegoniaDollar,2022/11/25,1.3
GauraDollar,BegoniaDollar,2022/11/26,1.35
GauraDollar,BegoniaDollar,2022/11/27,1.37
GauraDollar,BegoniaDollar,2022/11/28,1.32
GauraDollar,BegoniaDollar,2022/11/29,1.33
GauraDollar,BegoniaDollar,2022/11/30,1.39
GauraDollar,CarnationDollar,2022/10/1,6.77
GauraDollar,CarnationDollar,2022/10/2,7.47
GauraDollar,CarnationDollar,2022/10/3,7.27
GauraDollar,CarnationDollar,2022/10/4,7.37
GauraDollar,CarnationDollar,2022/10/5,7.07
GauraDollar,CarnationDollar,2022/10/6,6.67
GauraDollar,CarnationDollar,2022/10/7,7.17
GauraDollar,CarnationDollar,2022/10/8,7.47
GauraDollar,CarnationDollar,2022/10/9,6.27
GauraDollar,CarnationDollar,2022/10/10,7.67
GauraDollar,CarnationDollar,2022/10/11,6.67
GauraDollar,CarnationDollar,2022/10/12,6.77
GauraDollar,CarnationDollar,2022/10/13,7.27
GauraDollar,CarnationDollar,2022/10/14,6.37
GauraDollar,CarnationDollar,2022/10/15,7.27
GauraDollar,CarnationDollar,2022/10/16,6.47
GauraDollar,CarnationDollar,2022/10/17,7.57
GauraDollar,CarnationDollar,2022/10/18,6.37
GauraDollar,CarnationDollar,2022/10/19,7.47
GauraDollar,CarnationDollar,2022/10/20,6.77
GauraDollar,CarnationDollar,2022/10/21,6.87
GauraDollar,CarnationDollar,2022/10/22,7.67
GauraDollar,CarnationDollar,2022/10/23,6.77
GauraDollar,CarnationDollar,2022/10/24,6.97
GauraDollar,CarnationDollar,2022/10/25,6.77
GauraDollar,CarnationDollar,2022/10/26,6.57
GauraDollar,CarnationDollar,2022/10/27,6.67
GauraDollar,CarnationDollar,2022/10/28,7.57
GauraDollar,CarnationDollar,2022/10/29,6.37
GauraDollar,CarnationDollar,2022/10/30,7.37
GauraDollar,CarnationDollar,2022/10/31,7.07
GauraDollar,CarnationDollar,2022/11/1,7.57
GauraDollar,CarnationDollar,2022/11/2,7.47
GauraDollar,CarnationDollar,2022/11/3,6.37
GauraDollar,CarnationDollar,2022/11/4,7.47
GauraDollar,CarnationDollar,2022/11/5,7.67
GauraDollar,CarnationDollar,2022/11/6,6.77
GauraDollar,CarnationDollar,2022/11/7,6.77
GauraDollar,CarnationDollar,2022/11/8,6.77
GauraDollar,CarnationDollar,2022/11/9,6.57
GauraDollar,CarnationDollar,2022/11/10,6.37
GauraDollar,CarnationDollar,2022/11/11,7.17
GauraDollar,CarnationDollar,2022/11/12,7.27
GauraDollar,CarnationDollar,2022/11/13,7.17
GauraDollar,CarnationDollar,2022/11/14,6.77
GauraDollar,CarnationDollar,2022/11/15,6.57
GauraDollar,CarnationDollar,2022/11/16,7.07
GauraDollar,CarnationDollar,2022/11/17,7.27
GauraDollar,CarnationDollar,2022/11/18,7.67
GauraDollar,CarnationDollar,2022/11/19,7.67
GauraDollar,CarnationDollar,2022/11/20,6.47
GauraDollar,CarnationDollar,2022/11/21,7.17
GauraDollar,CarnationDollar,2022/11/22,7.47
GauraDollar,CarnationDollar,2022/11/23,7.57
GauraDollar,CarnationDollar,2022/11/24,6.57
GauraDollar,CarnationDollar,2022/11/25,7.17
GauraDollar,CarnationDollar,2022/11/26,7.17
GauraDollar,CarnationDollar,2022/11/27,7.37
GauraDollar,CarnationDollar,2022/11/28,7.67
GauraDollar,CarnationDollar,2022/11/29,6.47
GauraDollar,CarnationDollar,2022/11/30,6.67
GauraDollar,IpomoeaDollar,2022/10/1,0.94
GauraDollar,IpomoeaDollar,2022/10/2,0.91
GauraDollar,IpomoeaDollar,2022/10/3,1.01
GauraDollar,IpomoeaDollar,2022/10/4,0.95
GauraDollar,IpomoeaDollar,2022/10/5,0.96
GauraDollar,IpomoeaDollar,2022/10/6,0.95
GauraDollar,IpomoeaDollar,2022/10/7,0.99
GauraDollar,IpomoeaDollar,2022/10/8,0.87
GauraDollar,IpomoeaDollar,2022/10/9,0.99
GauraDollar,IpomoeaDollar,2022/10/10,0.97
GauraDollar,IpomoeaDollar,2022/10/11,0.92
GauraDollar,IpomoeaDollar,2022/10/12,0.99
GauraDollar,IpomoeaDollar,2022/10/13,0.92
GauraDollar,IpomoeaDollar,2022/10/14,0.99
GauraDollar,IpomoeaDollar,2022/10/15,0.87
GauraDollar,IpomoeaDollar,2022/10/16,0.89
GauraDollar,IpomoeaDollar,2022/10/17,1.01
GauraDollar,IpomoeaDollar,2022/10/18,0.99
GauraDollar,IpomoeaDollar,2022/10/19,0.94
GauraDollar,IpomoeaDollar,2022/10/20,0.9
GauraDollar,IpomoeaDollar,2022/10/21,0.98
GauraDollar,IpomoeaDollar,2022/10/22,0.98
GauraDollar,IpomoeaDollar,2022/10/23,0.98
GauraDollar,IpomoeaDollar,2022/10/24,0.93
GauraDollar,IpomoeaDollar,2022/10/25,0.97
GauraDollar,IpomoeaDollar,2022/10/26,0.89
GauraDollar,IpomoeaDollar,2022/10/27,0.88
GauraDollar,IpomoeaDollar,2022/10/28,1.01
GauraDollar,IpomoeaDollar,2022/10/29,0.87
GauraDollar,IpomoeaDollar,2022/10/30,0.98
GauraDollar,IpomoeaDollar,2022/10/31,0.91
GauraDollar,IpomoeaDollar,2022/11/1,0.98
GauraDollar,IpomoeaDollar,2022/11/2,0.98
GauraDollar,IpomoeaDollar,2022/11/3,0.96
GauraDollar,IpomoeaDollar,2022/11/4,0.95
GauraDollar,IpomoeaDollar,2022/11/5,0.99
GauraDollar,IpomoeaDollar,2022/11/6,1.01
GauraDollar,IpomoeaDollar,2022/11/7,0.98
GauraDollar,IpomoeaDollar,2022/11/8,0.87
GauraDollar,IpomoeaDollar,2022/11/9,0.99
GauraDollar,IpomoeaDollar,2022/11/10,0.95
GauraDollar,IpomoeaDollar,2022/11/11,0.92
GauraDollar,IpomoeaDollar,2022/11/12,0.9
GauraDollar,IpomoeaDollar,2022/11/13,0.98
GauraDollar,IpomoeaDollar,2022/11/14,1
GauraDollar,IpomoeaDollar,2022/11/15,0.91
GauraDollar,IpomoeaDollar,2022/11/16,0.95
GauraDollar,IpomoeaDollar,2022/11/17,1
GauraDollar,IpomoeaDollar,2022/11/18,0.89
GauraDollar,IpomoeaDollar,2022/11/19,0.89
GauraDollar,IpomoeaDollar,2022/11/20,0.93
GauraDollar,IpomoeaDollar,2022/11/21,0.88
GauraDollar,IpomoeaDollar,2022/11/22,0.87
GauraDollar,IpomoeaDollar,2022/11/23,0.93
GauraDollar,IpomoeaDollar,2022/11/24,0.96
GauraDollar,IpomoeaDollar,2022/11/25,0.96
GauraDollar,IpomoeaDollar,2022/11/26,0.98
GauraDollar,IpomoeaDollar,2022/11/27,0.92
GauraDollar,IpomoeaDollar,2022/11/28,1.01
GauraDollar,IpomoeaDollar,2022/11/29,0.89
GauraDollar,IpomoeaDollar,2022/11/30,0.95
GauraDollar,RoseDollar,2022/10/1,7.78
GauraDollar,RoseDollar,2022/10/2,7.28
GauraDollar,RoseDollar,2022/10/3,7.78
GauraDollar,RoseDollar,2022/10/4,7.68
GauraDollar,RoseDollar,2022/10/5,8.38
GauraDollar,RoseDollar,2022/10/6,7.38
GauraDollar,RoseDollar,2022/10/7,7.88
GauraDollar,RoseDollar,2022/10/8,7.78
GauraDollar,RoseDollar,2022/10/9,8.48
GauraDollar,RoseDollar,2022/10/10,8.18
GauraDollar,RoseDollar,2022/10/11,7.18
GauraDollar,RoseDollar,2022/10/12,7.08
GauraDollar,RoseDollar,2022/10/13,7.68
GauraDollar,RoseDollar,2022/10/14,7.28
GauraDollar,RoseDollar,2022/10/15,7.68
GauraDollar,RoseDollar,2022/10/16,7.48
GauraDollar,RoseDollar,2022/10/17,7.58
GauraDollar,RoseDollar,2022/10/18,8.08
GauraDollar,RoseDollar,2022/10/19,7.08
GauraDollar,RoseDollar,2022/10/20,7.18
GauraDollar,RoseDollar,2022/10/21,7.18
GauraDollar,RoseDollar,2022/10/22,8.28
GauraDollar,RoseDollar,2022/10/23,8.38
GauraDollar,RoseDollar,2022/10/24,7.08
GauraDollar,RoseDollar,2022/10/25,8.18
GauraDollar,RoseDollar,2022/10/26,7.88
GauraDollar,RoseDollar,2022/10/27,7.68
GauraDollar,RoseDollar,2022/10/28,8.28
GauraDollar,RoseDollar,2022/10/29,7.18
GauraDollar,RoseDollar,2022/10/30,7.88
GauraDollar,RoseDollar,2022/10/31,7.68
GauraDollar,RoseDollar,2022/11/1,7.08
GauraDollar,RoseDollar,2022/11/2,7.98
GauraDollar,RoseDollar,2022/11/3,7.38
GauraDollar,RoseDollar,2022/11/4,8.28
GauraDollar,RoseDollar,2022/11/5,7.08
GauraDollar,RoseDollar,2022/11/6,7.28
GauraDollar,RoseDollar,2022/11/7,8.48
GauraDollar,RoseDollar,2022/11/8,8.48
GauraDollar,RoseDollar,2022/11/9,7.48
GauraDollar,RoseDollar,2022/11/10,7.88
GauraDollar,RoseDollar,2022/11/11,8.18
GauraDollar,RoseDollar,2022/11/12,8.08
GauraDollar,RoseDollar,2022/11/13,7.78
GauraDollar,RoseDollar,2022/11/14,8.18
GauraDollar,RoseDollar,2022/11/15,7.48
GauraDollar,RoseDollar,2022/11/16,7.68
GauraDollar,RoseDollar,2022/11/17,7.28
GauraDollar,RoseDollar,2022/11/18,8.48
GauraDollar,RoseDollar,2022/11/19,7.68
GauraDollar,RoseDollar,2022/11/20,7.18
GauraDollar,RoseDollar,2022/11/21,8.48
GauraDollar,RoseDollar,2022/11/22,7.68
GauraDollar,RoseDollar,2022/11/23,7.98
GauraDollar,RoseDollar,2022/11/24,7.48
GauraDollar,RoseDollar,2022/11/25,7.68
GauraDollar,RoseDollar,2022/11/26,7.98
GauraDollar,RoseDollar,2022/11/27,7.18
GauraDollar,RoseDollar,2022/11/28,8.38
GauraDollar,RoseDollar,2022/11/29,7.28
GauraDollar,RoseDollar,2022/11/30,7.48
GauraDollar,TulipDollar,2022/10/1,30.57
GauraDollar,TulipDollar,2022/10/2,30.27
GauraDollar,TulipDollar,2022/10/3,30.87
GauraDollar,TulipDollar,2022/10/4,31.47
GauraDollar,TulipDollar,2022/10/5,31.07
GauraDollar,TulipDollar,2022/10/6,31.27
